"person","id","gender","country_of_residence","net_worth_in_billionusd_2024_01","net_worth_in_billionusd_2024_02","net_worth_in_billionusd_2024_03","net_worth_in_billionusd_2024_04","net_worth_in_billionusd_2024_05","net_worth_in_billionusd_2024_06","net_worth_in_billionusd_2024_07","net_worth_in_billionusd_2024_08","net_worth_in_billionusd_2024_09","net_worth_in_billionusd_2024_10","net_worth_in_billionusd_2024_11","net_worth_in_billionusd_2024_12"
"Zbigniew Juroszek",2151,"male","Poland","1.70","1.70","1.70","1.70","1.80","1.70","1.70","1.70","1.80","1.70","1.70","1.60"
"Alexander Karp",2152,"male","USA","1.90","2.50","2.70","2.60","2.60","2.90","3.00","3.60","4.10","4.60","6.70","7.30"
"Joe Kiani",2153,"male","USA","1.10","1.10","1.20","1.10","1.10","1.10","1.00","1.10","1.10","1.20","1.30","1.30"
"Seth Klarman",2154,"male","USA","1.30","1.30","1.30","1.30","1.30","1.30","1.30","1.30","1.30","1.30","1.30","1.30"
"Kagemasa Kozuki",2155,"male","Japan","1.70","1.80","1.80","1.60","1.90","1.90","1.90","2.30","2.60","2.40","2.50","2.40"
"Michael Krasny",2156,"male","USA","1.30","1.30","1.30","1.30","1.30","1.30","1.30","1.30","1.30","1.30","1.30","1.30"
"Eduard Kucera",2157,"male","Czech Republic","1.40","1.40","1.40","1.40","1.50","1.50","1.50","1.50","1.60","1.60","1.60","1.50"
"Kristo Kaeaermann",2158,"male","Estonia","2.00","2.20","2.20","1.80","1.90","1.60","1.70","1.70","1.70","1.70","2.10","2.50"
"Gary Lauder",2159,"male","USA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Lee Hae-jin",2160,"male","South Korea","1.40","1.30","1.30","1.30","1.20","1.20","1.30","1.30","1.30","1.20","1.40","1.30"
"Art Levinson",2161,"male","USA","1.60","1.60","1.10","1.10","1.20","1.30","1.40","1.40","1.40","1.00","1.40","1.50"
"Li Denghai",2162,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Fengluan Li",2163,"female","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Li Yongqing",2164,"male","China",NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Li Zhigang",2165,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.30","1.20","1.00"
"Liu Gexin",2166,"male","China","1.20","1.40","1.50","1.70","1.60","1.50","1.50","1.60","1.70","1.60","1.60","1.50"
"Itamar Locks",2167,"male","Brazil","1.40","1.10","1.10","1.10","1.10","1.00",NULL,NULL,"1.00",NULL,NULL,NULL
"Lu Hongyan",2168,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Lv Jianming",2169,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Blairo Maggi",2170,"male","Brazil","1.40","1.10","1.10","1.10","1.10","1.00",NULL,NULL,"1.00",NULL,NULL,NULL
"Yasseen Mansour",2171,"male","Egypt","1.20","1.20","1.20","1.20","1.20","1.20","1.20","1.20","1.20","1.20","1.20","1.20"
"Charlwin Mao",2172,"male","China","1.30","1.20","1.30","1.30","1.30","1.30","1.30","1.30","1.30","1.30","1.30","1.30"
"George Marcus",2173,"male","USA","1.50","1.50","1.50","1.50","1.50","1.60","1.70","1.70","1.70","1.70","1.80","1.70"
"Yves-Loic Martin",2174,"male","France","1.10","1.20","1.30","1.20","1.20","1.00","1.20","1.20","1.30",NULL,"1.00","1.00"
"Carsten Maschmeyer",2175,"male","Germany","1.50","1.50","1.50","1.50","1.50","1.50","1.60","1.60","1.70","1.60","1.60","1.50"
"Lillian Teh Li Ming",2176,"female","Malaysia","1.40","1.40","1.30","1.30","1.30","1.30","1.40","1.60","1.60","1.50","1.50","1.50"
"Martin Moller Nielsen",2177,"male","UK","1.30","1.30","1.30","1.30","1.30","1.30","1.30","1.30","1.30","1.30","1.30","1.30"
"Jahm Najafi",2178,"male","USA","1.30","1.30","1.30","1.30","1.30","1.30","1.30","1.30","1.30","1.30","1.30","1.30"
"Randal Nardone",2179,"male","USA","1.30","1.40","1.30","1.20","1.20","1.10","1.10",NULL,NULL,NULL,NULL,NULL
"Nguyen Dang Quang",2180,"male","Vietnam",NULL,"1.10","1.10","1.00","1.10","1.10","1.10","1.20","1.20","1.10","1.10","1.00"
"Kazuo Okada",2181,"male","Japan","1.10","1.00","1.10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"John Oyler",2182,"male","USA","1.00","1.10","1.00","1.00","1.00",NULL,"1.10","1.20","1.40","1.30","1.30","1.20"
"William Teh Lee Pang",2183,"male","Malaysia","1.40","1.40",NULL,"1.30","1.30","1.30","1.40","1.60","1.60","1.50","1.50","1.50"
"Qu Miranda",2184,"female","China","1.30","1.20","1.30","1.30","1.30","1.30","1.30","1.30","1.30","1.30","1.30","1.30"
"Jupally Rameshwar Rao",2185,"male","India","1.30","2.30","2.20","2.20","2.20","2.20","2.20","2.20","2.20","2.20","2.20","3.20"
"G. M. Rao",2186,"male","India","2.60","2.90","2.80","3.00","3.00","3.40","3.50","3.40","4.00","3.30","3.40","3.30"
"P.V. Ramprasad Reddy",2187,"male","India","2.90","2.80","2.90","3.10","3.20","3.20","3.80","4.10","3.80","3.60","3.30","3.40"
"Satish Reddy",2188,"male","India","1.80","1.90","1.80","1.80","1.70","1.90","1.90","2.00","1.90","1.80","1.70","2.00"
"Fernando Roig",2189,"male","Spain","2.00","2.00","2.00","2.00","2.10","2.00","2.10","2.20","1.80","1.80","1.70","1.70"
"Igor Rotenberg",2190,"male","Russia","1.50","1.50","1.50","1.50","1.50","1.50","1.50","1.50","1.50","1.50","1.50","1.50"
"Seifeddin Rustamov",2191,"male","Russia","1.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Deniz Sahenk",2192,"female","Turkey","1.30","1.20","1.30","1.20","1.30","1.20","1.20","1.20","1.20","1.20","1.10","1.10"
"Nobutada Saji",2193,"male","Japan","1.20","1.10","1.30","1.30","1.30","1.30","1.30","1.50","1.50","1.40","1.30","1.20"
"Hajime Satomi",2194,"male","Japan","1.10",NULL,NULL,NULL,"1.10","1.10","1.20","1.30","1.40","1.00","1.30","1.40"
"James Scapa",2195,"male","USA","1.70","1.70","1.80","1.70","1.80","2.00","1.80","1.80","1.90","2.10","2.10","2.20"
"Stephan Schnabel",2196,"male","Germany","1.10","3.70","3.70","3.70","3.70","3.60","3.70","3.80","3.80","3.70","3.50","3.30"
"Devi Shetty",2197,"male","India","2.10","2.10","2.00","2.00","1.90","1.90","2.00","2.00","2.00","2.00","2.00","2.00"
"Albert Shigaboutdinov",2198,"male","Russia","2.10","2.10","2.20","2.20","2.20","2.20","2.20","2.30","2.20","2.20","2.20","2.20"
"Diana Teh Li Shing",2199,"female","Malaysia","1.40","1.40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Denis Shtengelov",2200,"male","Russia","1.10","1.20","1.30","1.30","1.30","1.30","1.30","1.40","1.30","1.30","1.30","1.30"
"Song Fei",2201,"male","China",NULL,"1.10","1.10","1.20","1.10",NULL,NULL,"1.10","1.20","1.20","1.10","1.20"
"Hal Steinbrenner",2202,"male","USA","1.30","1.30","1.50","1.50","1.50","1.50","1.50","1.50","1.50","1.50","1.50","1.50"
"Jessica Steinbrenner",2203,"female","USA","1.30","1.30","1.50","1.50","1.50","1.50","1.50","1.50","1.50","1.50","1.50","1.50"
"Jennifer Steinbrenner Swindal",2204,"female","USA","1.30","1.30","1.50","1.50","1.50","1.50","1.50","1.50","1.50","1.50","1.50","1.50"
"Konstantin Strukov",2205,"male","Russia","1.10","1.90","1.60","1.60","1.60","1.60","1.60","1.70","1.60","1.60","1.60","1.60"
"Rustem Sulteev",2206,"male","Russia","2.10","2.10","2.20","2.20","2.20","2.20","2.20","2.30","2.20","2.20","2.20","2.20"
"Clemens Toennies",2207,"male","Germany","1.10","1.10","1.10","1.10","1.10","1.10","1.10","1.20","1.20","1.10","1.10","1.10"
"Robert Toennies",2208,"male","Germany","1.10","1.10","1.10","1.10","1.10","1.10","1.10","1.20","1.20","1.10","1.10","1.10"
"John Van Lieshout",2209,"male","Australia","1.50","1.50","1.50","1.50","1.50","1.50","1.50","1.60","1.60","1.50","1.50","1.40"
"Pongsak Viddayakorn",2210,"male","Thailand","1.10","1.10","1.30","1.20","1.20","1.10","1.10","1.20","1.30","1.20","1.10","1.10"
"Wang Jianguo",2211,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.00",NULL
"Junjin Wang",2212,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.10","1.00"
"Wang Mingwang",2213,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.20","1.20","1.20","1.10"
"Wei Lidong",2214,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.00"
"Myron Wentz",2215,"male","Cayman Islands","1.20","1.20","1.30","1.30","1.30","1.30","1.30","1.20","1.20","1.20","1.20","1.20"
"Wu Xiaoge",2216,"female","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Wu Xushun",2217,"male","China","1.30","1.30","1.30","1.30","1.30","1.30","1.30","1.30","1.30","1.30","1.30","1.30"
"Xiong Xiaochuan",2218,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Xu Shaochun",2219,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Zeng Chaoyi",2221,"male","China",NULL,NULL,NULL,"1.10","1.20","1.10",NULL,NULL,"1.30","1.20","1.10","1.10"
"Peng Zhao",2222,"male","China","1.00","1.10","1.20","1.40","1.50","1.30",NULL,NULL,"1.20","1.00",NULL,NULL
"Zhao Tongtong",2223,"female","China",NULL,"1.00","1.10","1.00","1.00",NULL,NULL,NULL,"1.00","1.00",NULL,NULL
"Kostyantin Zhevago",2224,"male","Ukraine","1.30","1.20","1.10","1.10","1.10","1.10","1.10","1.10","1.10","1.20","1.20","1.30"
"Zong Yanmin",2225,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.10","1.10",NULL
"Sanjay Agarwal",2226,"male","India","1.20","1.00","1.00","1.20","1.20","1.20","1.20","1.20","1.40","1.10","1.10","1.00"
"Hamad bin Jassim bin Jaber Al Thani",2227,"male","Qatar","1.40","1.30","2.00","2.00","2.00","2.00","1.90","2.00","2.10","2.10","2.10","2.10"
"Joao Alves de Queiroz Filho",2228,"male","Brazil","1.10","1.20","1.20","1.10","1.00","1.00","1.00",NULL,NULL,NULL,NULL,NULL
"Jose Maria Aristrain",2229,"male","Spain","1.20","1.40","1.40","1.30","1.40","1.30","1.30","1.30","1.40","1.30","1.30","1.30"
"Michael Arougheti",2230,"male","USA","1.80","1.90","1.90","1.90","2.00","1.90","2.10","2.00","2.10","2.20","2.30","2.30"
"Tope Awotona",2231,"male","USA","1.20","1.40","1.40","1.40","1.40","1.40","1.40","1.40","1.40","1.40","1.40","1.40"
"Mehmet Aydinlar",2232,"male","Turkey","1.20","1.20","1.20","1.30","1.30","1.30","1.30","1.30","1.50","1.40","1.40","1.40"
"Danna Azrieli",2233,"female","Israel","1.40","1.50","1.60","1.40","1.40","1.30","1.40","1.50","1.50","1.70","1.70","1.80"
"Naomi Azrieli",2234,"female","Canada","1.40","1.50","1.60","1.40","1.40","1.30","1.40","1.50","1.50","1.70","1.70","1.80"
"Sharon Azrieli",2235,"female","Canada","1.40","1.50","1.60","1.40","1.40","1.30","1.40","1.50","1.50","1.70","1.70","1.80"
"Bai Houshan",2236,"male","China",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Thomas Bailey",2237,"male","USA","1.20","1.20","1.30","1.30","1.30","1.30","1.30","1.30","1.30","1.30","1.30","1.30"
"Bernhard Braun-Luedicke",2238,"male","Germany","1.70","1.70","1.70","1.60","1.70","1.60","1.70","1.70","1.70","1.70","1.60","1.60"
"Eva Maria Braun-Luedicke",2239,"female","Germany","1.70","1.70","1.70","1.60","1.70","1.60","1.70","1.70","1.70","1.70","1.60","1.60"
"Friederike Braun-Luedicke",2240,"female","Germany","1.70","1.70","1.70","1.60","1.70","1.60","1.70","1.70","1.70","1.70","1.60","1.60"
"Jeffrey Cheah",2241,"male","Malaysia","1.80","1.90","2.40","2.40","2.40","2.50","3.10","3.10","3.40","3.30","3.60","3.50"
"Chen Xianbao",2242,"male","China",NULL,NULL,"1.00","1.10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
